0.100000 0.000000 5.952000
0.200000 0.000000 12.151000
0.300000 0.000000 24.558000
0.350000 0.000000 36.894000
0.400000 0.000000 59.559000
0.420000 0.000000 73.665000
0.450000 0.000000 104.056000
0.460000 0.000000 120.525000
0.470000 0.000000 137.479000
0.480000 0.000000 161.695000
0.490000 0.000000 188.910000
0.500000 0.000000 223.692000
0.510000 0.000000 271.665000
0.520000 0.000000 335.548000
0.530000 0.000000 406.975000
0.540000 0.001000 533.671000
0.550000 0.010000 687.402000
0.560000 0.033000 945.564000
0.570000 0.090000 1305.712000
0.580000 0.231000 1801.091000
0.590000 0.421000 2446.453000
0.600000 0.669000 3343.371000
0.610000 0.841000 4126.104000
0.620000 0.952000 4850.586000
0.630000 0.989000 5370.590000
0.640000 0.997000 5716.635000
0.650000 1.000000 5981.378000
0.700000 1.000000 6828.215000
0.800000 1.000000 7979.571000
0.900000 1.000000 8987.273000
