0.100000 0.000000 5.963000
0.200000 0.000000 12.133000
0.300000 0.000000 24.593000
0.350000 0.000000 37.201000
0.400000 0.000000 59.868000
0.420000 0.000000 72.711000
0.450000 0.000000 104.999000
0.480000 0.000000 160.528000
0.500000 0.000000 227.538000
0.520000 0.000000 335.800000
0.550000 0.004000 676.439000
5.580000 1.000000 10000.000000
0.600000 0.678000 3291.673000
0.620000 0.957000 4868.422000
0.650000 1.000000 5995.374000
0.700000 1.000000 6830.252000
0.800000 1.000000 7977.374000
0.900000 1.000000 8979.559000
