0.100000 0.000000 6.695000
0.200000 0.000000 13.661000
0.300000 0.000000 28.143000
0.350000 0.000000 42.981000
0.400000 0.000000 70.040000
0.420000 0.000000 86.669000
0.450000 0.000000 126.205000
0.460000 0.000000 144.609000
0.470000 0.000000 167.887000
0.480000 0.000000 196.599000
0.490000 0.000000 235.023000
0.500000 0.000000 280.650000
0.510000 0.000000 343.379000
0.520000 0.000000 437.464000
0.530000 0.000000 544.262000
0.540000 0.000000 735.403000
0.550000 0.000000 983.202000
0.560000 0.004000 1417.470000
0.570000 0.042000 2228.735000
0.580000 0.155000 3356.130000
0.590000 0.415000 5207.369000
0.600000 0.722000 7530.945000
0.610000 0.923000 9916.305000
0.620000 0.987000 11405.550000
0.630000 0.997000 12426.537000
0.640000 1.000000 13103.542000
0.650000 1.000000 13624.027000
0.700000 1.000000 15412.947000
0.800000 1.000000 17954.685000
0.900000 1.000000 20247.020000
