0.000000 -1.000000 1.000000 -4.000000 16.000000
0.100000 -1.000000 1.000000 -4.000000 16.000000
0.200000 -1.000000 1.000000 -4.000000 16.000000
0.300000 -1.000000 1.000000 -4.000000 16.000000
0.400000 -1.000000 1.000000 -4.000000 16.000000
0.500000 -1.000000 1.000000 -4.000000 16.000000
0.600000 -1.000000 1.000000 -4.000000 16.000000
0.700000 -0.999981 0.999963 -3.999850 15.998805
0.800000 -0.999894 0.999789 -3.999163 15.993342
0.900000 -0.999762 0.999525 -3.998111 15.984975
1.000000 -0.999315 0.998633 -3.994626 15.957252
1.100000 -0.998547 0.997104 -3.988702 15.910199
1.200000 -0.997077 0.994180 -3.977638 15.822574
1.300000 -0.994595 0.989252 -3.959282 15.677630
1.400000 -0.991392 0.982920 -3.936293 15.497388
1.500000 -0.986077 0.972456 -3.899676 15.212057
1.600000 -0.980321 0.961183 -3.859190 14.899929
1.700000 -0.970229 0.941629 -3.796916 14.426255
1.800000 -0.957976 0.918211 -3.723526 13.879197
1.830000 -0.951972 0.906904 -3.695084 13.669934
1.870000 -0.945538 0.894777 -3.656282 13.386817
1.900000 -0.939834 0.884054 -3.623761 13.150258
1.920000 -0.925464 0.859656 -3.583589 12.870114
1.940000 -0.929314 0.864790 -3.577470 12.820969
1.960000 -0.921491 0.851075 -3.539288 12.553290
1.980000 -0.918372 0.844875 -3.520977 12.423192
2.000000 -0.915375 0.839467 -3.505055 12.313615
2.020000 -0.910620 0.830853 -3.483887 12.165445
2.040000 -0.902533 0.816689 -3.450910 11.939352
2.060000 -0.890395 0.795679 -3.397064 11.577844
2.080000 -0.879904 0.777164 -3.359816 11.326772
2.100000 -0.870509 0.761566 -3.323259 11.083672
2.130000 -0.846079 0.721364 -3.243049 10.563203
2.170000 -0.543234 0.579412 -3.071128 9.518716
2.200000 -0.771784 0.619896 -3.074729 9.521176
2.300000 -0.127459 0.528138 -2.872701 8.327798
2.400000 -0.144681 0.181575 -2.418587 5.935854
2.500000 -0.030644 0.170515 -2.249744 5.133607
2.600000 -0.045477 0.095570 -2.060282 4.295057
2.700000 -0.060377 0.063415 -1.946717 3.841581
2.800000 0.005561 0.045245 -1.820866 3.360026
2.900000 0.008143 0.034789 -1.713722 2.978056
3.000000 0.011489 0.030539 -1.636588 2.719129
3.100000 -0.003857 0.026975 -1.550646 2.440307
3.200000 -0.022690 0.025915 -1.499799 2.289177
3.300000 -0.013701 0.019694 -1.427033 2.071659
3.400000 -0.000374 0.016824 -1.372294 1.915789
3.500000 -0.000475 0.015520 -1.324733 1.786479
3.600000 0.008115 0.014739 -1.269168 1.642257
3.700000 0.006142 0.012925 -1.234958 1.557013
3.800000 -0.001881 0.012577 -1.188505 1.443949
3.900000 0.012650 0.012313 -1.151988 1.358473
4.000000 0.001150 0.010786 -1.124080 1.293396
