0.200000 0.031932 0.001096 -0.000449 2.447901
0.500000 0.073637 0.005801 -0.000045 2.517381
0.700000 0.012451 0.000073 -0.000434 2.346539
1.000000 0.024634 0.000640 -0.000431 2.320784
1.200000 0.040526 0.001559 -0.000414 2.168879
1.500000 0.007129 0.000000 -0.000392 2.015042
1.700000 0.053796 0.002807 -0.000369 1.761396
1.800000 0.011080 0.000003 -0.000369 1.744871
1.900000 0.034260 0.001056 -0.000365 1.740716
2.000000 0.016446 0.000126 -0.000362 1.816718
2.100000 0.045668 0.002440 -0.000348 1.519942
2.200000 0.025414 0.000623 -0.000351 1.545768
2.300000 0.030057 0.000856 -0.000329 1.469538
2.500000 0.019108 0.000365 -0.000305 1.211556
2.800000 0.042336 0.001732 -0.000265 1.081767
3.000000 0.010153 0.000002 -0.000263 0.991504
3.300000 0.037178 0.001392 -0.000252 0.935205
3.500000 0.033522 0.001141 -0.000228 0.752936
3.800000 0.012554 0.000069 -0.000212 0.651067
