0.000000 -1.000000 1.000000 -4.000000 16.000000
0.100000 -1.000000 1.000000 -4.000000 16.000000
0.200000 -1.000000 1.000000 -4.000000 16.000000
0.300000 -1.000000 1.000000 -4.000000 16.000000
0.400000 -1.000000 1.000000 -4.000000 16.000000
0.500000 -1.000000 1.000000 -4.000000 16.000000
0.600000 -1.000000 1.000000 -4.000000 16.000000
0.700000 -0.999981 0.999961 -3.999846 15.998767
0.800000 -0.999914 0.999828 -3.999321 15.994574
0.900000 -0.999734 0.999469 -3.997904 15.983253
1.000000 -0.999234 0.998469 -3.993961 15.951763
1.100000 -0.998408 0.996820 -3.987619 15.901187
1.200000 -0.996907 0.993826 -3.976538 15.813010
1.300000 -0.994776 0.989585 -3.960581 15.686484
1.400000 -0.991400 0.982883 -3.936410 15.495786
1.500000 -0.986542 0.973283 -3.902986 15.234039
1.600000 -0.979077 0.958619 -3.853586 14.851208
1.700000 -0.970535 0.941993 -3.799826 14.440353
1.800000 -0.958710 0.919193 -3.727598 13.897184
1.830000 -0.951802 0.906014 -3.690934 13.625413
1.870000 -0.942444 0.888329 -3.645977 13.296130
1.900000 -0.942306 0.888067 -3.637062 13.231661
1.920000 -0.933631 0.871812 -3.591018 12.898676
1.940000 -0.929359 0.863930 -3.575557 12.788811
1.960000 -0.928819 0.862933 -3.565885 12.720763
1.980000 -0.919318 0.845500 -3.528153 12.452639
2.000000 -0.912593 0.833116 -3.491276 12.195211
2.020000 -0.907641 0.824048 -3.469766 12.043168
2.040000 -0.901401 0.812820 -3.440713 11.844235
2.060000 -0.886861 0.786979 -3.389816 11.497205
2.080000 -0.891398 0.794989 -3.386862 11.477779
2.100000 -0.879599 0.774170 -3.351485 11.238901
2.130000 -0.853434 0.729302 -3.266111 10.676215
2.170000 -0.805547 0.652532 -3.171743 10.072987
2.200000 -0.819294 0.672240 -3.141291 9.877468
2.300000 -0.638678 0.412989 -2.778886 7.739675
2.400000 -0.444498 0.218660 -2.491637 6.238411
2.500000 -0.209699 0.077189 -2.271165 5.188547
2.600000 0.005778 0.041115 -2.098202 4.431506
2.700000 0.014687 0.048871 -1.987607 3.982274
2.800000 -0.023589 0.029682 -1.845692 3.435057
2.900000 -0.075894 0.021021 -1.736714 3.041136
3.000000 0.001253 0.014828 -1.652334 2.754482
3.100000 -0.032204 0.013507 -1.568555 2.483387
3.200000 -0.022684 0.013562 -1.506102 2.295774
3.300000 -0.006009 0.011787 -1.456011 2.143906
3.400000 -0.024315 0.010803 -1.392397 1.960519
3.500000 -0.012382 0.009743 -1.332198 1.796724
3.600000 -0.010190 0.008474 -1.286357 1.675858
3.700000 -0.006686 0.007994 -1.238809 1.557280
3.800000 0.000457 0.006444 -1.195397 1.447460
3.900000 -0.012366 0.006323 -1.168686 1.385047
4.000000 -0.010791 0.005733 -1.131222 1.298065
