0.000000 -1.000000 1.000000 -4.000000 16.000000
0.100000 -1.000000 1.000000 -4.000000 16.000000
0.200000 -1.000000 1.000000 -4.000000 16.000000
0.300000 -1.000000 1.000000 -4.000000 16.000000
0.400000 -1.000000 1.000000 -4.000000 16.000000
0.500000 -1.000000 1.000000 -4.000000 16.000000
0.600000 -0.999996 0.999993 -3.999970 15.999761
0.700000 -0.999984 0.999968 -3.999872 15.998975
0.800000 -0.999924 0.999847 -3.999395 15.995171
0.900000 -0.999715 0.999432 -3.997763 15.982152
1.000000 -0.999272 0.998546 -3.994253 15.954165
1.100000 -0.998352 0.996712 -3.987353 15.899247
1.200000 -0.997082 0.994180 -3.977707 15.822566
1.300000 -0.994862 0.989765 -3.961157 15.691508
1.400000 -0.991417 0.982934 -3.936355 15.496132
1.500000 -0.986598 0.973420 -3.902787 15.233714
1.600000 -0.979261 0.959031 -3.854372 14.859208
1.700000 -0.969436 0.939952 -3.792418 14.387496
1.800000 -0.954477 0.911281 -3.707923 13.755497
1.830000 -0.950900 0.904456 -3.684780 13.584290
1.870000 -0.943905 0.891269 -3.647903 13.314811
1.900000 -0.938693 0.881550 -3.620155 13.115553
1.920000 -0.932267 0.869622 -3.593199 12.920754
1.940000 -0.929893 0.865310 -3.577641 12.810294
1.960000 -0.922241 0.851311 -3.544612 12.576042
1.980000 -0.914745 0.837600 -3.508156 12.321367
2.000000 -0.906503 0.822724 -3.474557 12.086558
2.020000 -0.904383 0.819193 -3.465515 12.025815
2.040000 -0.896926 0.805505 -3.431683 11.790279
2.060000 -0.887920 0.789978 -3.398239 11.565246
2.080000 -0.881521 0.778806 -3.371027 11.380927
2.100000 -0.871845 0.761738 -3.325244 11.077067
2.130000 -0.853504 0.731321 -3.270229 10.715741
2.170000 -0.843782 0.713671 -3.204629 10.288760
2.200000 -0.812802 0.666022 -3.136673 9.865830
2.300000 -0.410313 0.244346 -2.648210 7.056340
2.400000 -0.326377 0.174864 -2.429108 5.951152
2.500000 -0.018906 0.054675 -2.212475 4.926146
2.600000 -0.031216 0.060776 -2.088449 4.391741
2.700000 0.096352 0.039364 -1.945951 3.811590
2.800000 -0.011428 0.031383 -1.829476 3.375521
2.900000 -0.030044 0.020940 -1.714271 2.962866
3.000000 0.004177 0.019405 -1.650472 2.748917
3.100000 -0.031614 0.015206 -1.560859 2.458639
3.200000 -0.007783 0.011553 -1.487623 2.234323
3.300000 0.003189 0.011464 -1.435545 2.083150
3.400000 -0.014962 0.009867 -1.367080 1.889212
3.500000 -0.006910 0.010199 -1.334548 1.801145
3.600000 -0.001968 0.007309 -1.277217 1.650452
3.700000 -0.007467 0.007417 -1.229545 1.530441
3.800000 0.010703 0.007319 -1.195675 1.448456
3.900000 -0.005389 0.007050 -1.163496 1.372386
4.000000 0.001614 0.006037 -1.122505 1.279279
